,MS SubClass,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Open Porch SF,Misc Feature,Sale Type,House Age,Remod Age,SalePrice
1762,60,RL,Pave,None,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,608.0,GasA,Y,608.0,1396.0,2.0,3,6.0,1.0,4,BuiltIn,3,2.0,440.0,36.0,None,WD ,2.0,2.0,170000.0
1763,60,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,845.0,GasA,Y,845.0,2154.0,2.0,2,8.0,1.0,4,Attchd,2,2.0,539.0,0.0,None,WD ,43.0,10.0,224500.0
1765,50,RM,Pave,None,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,7.0,Gable,CompShg,Stucco,Stucco,BrkFace,2,PConc,3,1040.0,GasA,Y,1226.0,1818.0,1.0,2,7.0,2.0,3,Detchd,1,1.0,240.0,0.0,None,WD ,76.0,57.0,169500.0
1766,20,RL,Pave,None,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,7.0,Hip,CompShg,VinylSd,VinylSd,Stone,3,PConc,5,1710.0,GasA,Y,1710.0,1710.0,2.0,3,7.0,1.0,4,Attchd,3,2.0,550.0,48.0,None,WD ,5.0,4.0,240000.0
1767,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,1078.0,GasA,Y,1150.0,1150.0,1.0,2,6.0,0.0,0,Attchd,3,1.0,288.0,0.0,None,WD ,52.0,52.0,144000.0
1769,120,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,Gable,CompShg,Plywood,ImStucc,None,3,PConc,4,1332.0,GasA,Y,1332.0,1332.0,2.0,3,5.0,0.0,0,Attchd,2,2.0,542.0,60.0,None,WD ,19.0,18.0,145000.0
1770,20,RL,Pave,None,Lvl,CulDSac,Edwards,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,1250.0,GasA,Y,1298.0,1298.0,2.0,2,5.0,0.0,0,Detchd,1,2.0,504.0,144.0,None,COD,46.0,46.0,114000.0
1773,60,RL,Pave,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1049.0,GasA,Y,1036.0,1916.0,2.0,3,8.0,1.0,3,Attchd,1,3.0,741.0,70.0,None,WD ,12.0,11.0,254900.0
1774,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,WdShing,Wd Shng,None,2,CBlock,3,864.0,GasA,Y,1238.0,1238.0,1.0,2,6.0,1.0,3,Attchd,1,1.0,357.0,171.0,None,WD ,57.0,57.0,102000.0
1775,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,944.0,GasA,Y,944.0,1840.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,622.0,45.0,None,WD ,8.0,8.0,230000.0
1776,70,RM,Pave,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,2Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,939.0,GasA,Y,939.0,1513.0,1.0,2,8.0,0.0,0,Detchd,1,1.0,180.0,0.0,None,WD ,87.0,3.0,137500.0
1777,30,RL,Pave,None,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,WdShing,Wd Shng,None,3,BrkTil,3,1008.0,GasA,Y,1143.0,1143.0,1.0,2,5.0,1.0,1,Detchd,1,1.0,288.0,0.0,None,WD ,80.0,25.0,138000.0
1778,80,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,SLvl,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,4,520.0,GasA,Y,1338.0,1338.0,1.0,3,5.0,1.0,1,Attchd,1,2.0,576.0,0.0,Shed,WD ,26.0,26.0,156500.0
1779,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,864.0,GasA,Y,864.0,864.0,1.0,2,5.0,0.0,0,Detchd,1,2.0,463.0,0.0,None,WD ,39.0,39.0,124500.0
1780,60,RL,Pave,None,Lvl,Inside,NWAmes,PosA,Norm,1Fam,2Story,7.0,Mansard,WdShake,WdShing,Plywood,None,2,CBlock,4,808.0,GasA,Y,1161.0,1969.0,2.0,2,8.0,1.0,4,Attchd,2,2.0,534.0,0.0,None,WD ,30.0,30.0,190000.0
1781,20,RL,Pave,None,Lvl,Inside,Blmngtn,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1266.0,GasA,Y,1266.0,1266.0,2.0,3,6.0,1.0,4,Attchd,3,2.0,388.0,16.0,None,WD ,1.0,1.0,159895.0
1782,70,RL,Pave,None,Lvl,Inside,SWISU,Feedr,Norm,1Fam,2Story,5.0,Gable,CompShg,MetalSd,Wd Sdng,None,2,BrkTil,3,612.0,GasA,Y,990.0,2601.0,3.0,2,8.0,0.0,0,BuiltIn,2,2.0,621.0,0.0,None,WD ,87.0,10.0,189000.0
1783,20,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,3,912.0,GasA,N,912.0,912.0,1.0,2,6.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,42.0,42.0,124000.0
1784,20,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,4,1392.0,GasA,Y,1392.0,1392.0,1.0,2,5.0,1.0,4,Detchd,1,2.0,528.0,0.0,None,WD ,53.0,14.0,121500.0
1785,90,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,1824.0,GasA,Y,1824.0,1824.0,2.0,2,9.0,0.0,0,Detchd,1,2.0,484.0,0.0,None,WD ,51.0,51.0,146000.0
1786,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,928.0,GasA,Y,928.0,1823.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,626.0,36.0,Shed,WD ,8.0,7.0,235000.0
1787,120,RM,Pave,None,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8.0,Hip,CompShg,CemntBd,CmentBd,Stone,3,PConc,5,1594.0,GasA,Y,1646.0,1646.0,2.0,3,5.0,1.0,4,Attchd,3,2.0,525.0,53.0,None,WD ,2.0,1.0,300000.0
1789,90,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,1728.0,GasA,Y,1728.0,1728.0,2.0,2,10.0,0.0,0,Detchd,1,2.0,576.0,0.0,None,WD ,43.0,43.0,142600.0
1790,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1573.0,GasA,Y,1573.0,1573.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,544.0,72.0,None,WD ,7.0,7.0,227000.0
1791,90,RL,Pave,None,HLS,Corner,Crawfor,Norm,Norm,Duplex,2.5Unf,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,920.0,GasA,Y,1240.0,2480.0,2.0,2,13.0,2.0,4,Detchd,1,2.0,400.0,0.0,None,WD ,69.0,59.0,205000.0
1792,20,RL,Pave,None,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1341.0,GasA,Y,1341.0,1341.0,1.0,3,5.0,1.0,3,Attchd,2,2.0,482.0,84.0,None,WD ,8.0,7.0,246900.0
1793,70,C (all),Pave,None,Lvl,Corner,IDOTRR,Feedr,Norm,1Fam,2Story,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,Stone,1,173.0,GasA,N,825.0,1361.0,1.0,2,6.0,0.0,0,Detchd,1,1.0,185.0,123.0,None,WD ,113.0,58.0,89000.0
1794,50,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4.0,Gable,CompShg,VinylSd,VinylSd,None,2,CBlock,3,744.0,GasA,N,792.0,1120.0,1.0,1,5.0,0.0,0,Detchd,1,2.0,480.0,0.0,None,WD ,62.0,60.0,64000.0
1795,120,RL,Pave,None,Lvl,Inside,Greens,Norm,Norm,Twnhs,1Story,8.0,Gable,CompShg,Wd Sdng,Plywood,None,3,CBlock,4,1226.0,GasA,Y,1226.0,1226.0,1.0,3,4.0,1.0,3,Attchd,3,2.0,484.0,60.0,None,WD ,28.0,28.0,170000.0
1797,30,RM,Pave,None,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,6.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,1103.0,GasA,Y,1103.0,1103.0,1.0,3,5.0,1.0,4,Detchd,1,2.0,440.0,120.0,None,WD ,81.0,26.0,110500.0
1798,20,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,6.0,Hip,CompShg,HdBoard,HdBoard,Stone,2,CBlock,3,1179.0,GasA,Y,1179.0,1179.0,1.0,2,5.0,0.0,0,Attchd,3,2.0,622.0,0.0,None,WD ,47.0,47.0,110000.0
1799,20,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,VinylSd,VinylSd,None,2,CBlock,3,698.0,GasA,Y,698.0,698.0,1.0,2,4.0,0.0,0,None,0,0.0,0.0,200.0,None,WD ,62.0,1.0,118000.0
1800,60,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,998.0,GasA,Y,1006.0,2046.0,2.0,3,8.0,1.0,4,BuiltIn,2,3.0,871.0,62.0,None,WD ,5.0,4.0,284000.0
1801,60,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,858.0,GasA,Y,858.0,1716.0,1.0,2,8.0,1.0,4,Attchd,3,2.0,490.0,84.0,None,WD ,46.0,46.0,171000.0
1803,20,RL,Pave,None,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Plywood,Plywood,None,2,PConc,4,1090.0,GasA,Y,1178.0,1178.0,1.0,2,6.0,0.0,0,Attchd,1,2.0,502.0,44.0,None,WD ,31.0,4.0,135000.0
1804,70,RL,Pave,None,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,7.0,Gable,CompShg,MetalSd,Stucco,None,2,BrkTil,3,818.0,GasA,Y,818.0,1636.0,1.0,3,7.0,1.0,4,Detchd,1,1.0,288.0,0.0,None,WD ,87.0,56.0,167000.0
1805,20,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,576.0,GasA,Y,864.0,864.0,1.0,2,5.0,0.0,0,Detchd,2,1.0,528.0,0.0,None,COD,56.0,56.0,105000.0
1806,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1588.0,GasA,Y,1588.0,1588.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,472.0,29.0,None,WD ,7.0,7.0,214000.0
1807,60,RL,Pave,None,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1420.0,GasA,Y,1426.0,1914.0,2.0,3,9.0,1.0,3,BuiltIn,2,3.0,746.0,127.0,None,WD ,2.0,2.0,279000.0
1808,80,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,6.0,Gable,CompShg,Plywood,Plywood,BrkFace,2,CBlock,3,675.0,GasA,Y,1109.0,1875.0,3.0,3,8.0,1.0,3,Attchd,2,2.0,485.0,28.0,None,WD ,31.0,6.0,184500.0
1809,50,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,3.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,649.0,GasA,Y,679.0,1183.0,1.0,2,6.0,0.0,0,Detchd,1,1.0,308.0,176.0,None,WD ,59.0,5.0,120000.0
1810,60,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,HdBoard,HdBoard,None,3,PConc,4,816.0,GasA,Y,833.0,1730.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,528.0,91.0,None,WD ,17.0,17.0,171500.0
1811,160,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7.0,Gable,CompShg,MetalSd,MetalSd,None,3,PConc,4,625.0,GasA,Y,625.0,1250.0,2.0,3,5.0,0.0,0,Detchd,2,2.0,528.0,54.0,None,New,1.0,0.0,164700.0
1812,60,RL,Pave,None,Bnk,Inside,SawyerW,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,CBlock,4,868.0,GasA,Y,1313.0,2559.0,2.0,4,9.0,1.0,3,Attchd,2,2.0,506.0,245.0,None,WD ,17.0,17.0,209000.0
1813,120,RM,Pave,None,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1365.0,GasA,Y,1548.0,1548.0,2.0,3,7.0,1.0,3,Attchd,3,2.0,388.0,20.0,None,WD ,2.0,2.0,225000.0
1814,50,RL,Pave,None,Lvl,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,5.0,Gambrel,CompShg,Wd Sdng,VinylSd,None,2,PConc,3,658.0,GasA,Y,658.0,1184.0,1.0,2,8.0,0.0,0,None,0,0.0,0.0,151.0,None,WD ,96.0,10.0,81000.0
1815,20,RL,Pave,None,Lvl,CulDSac,Somerst,RRAn,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,5,1670.0,GasA,Y,1670.0,1670.0,2.0,3,6.0,1.0,4,Attchd,2,3.0,928.0,240.0,None,New,0.0,0.0,336820.0
1816,60,RL,Pave,None,Low,Inside,SawyerW,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,Plywood,Plywood,BrkFace,3,CBlock,4,1157.0,GasA,Y,1180.0,2062.0,2.0,2,7.0,1.0,4,Attchd,3,2.0,454.0,55.0,None,WD ,19.0,18.0,277000.0
1817,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,CemntBd,CmentBd,None,2,CBlock,3,894.0,GasA,Y,894.0,894.0,1.0,2,5.0,0.0,0,Detchd,1,1.0,312.0,0.0,None,WD ,47.0,47.0,117600.0
1818,50,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,CBlock,3,856.0,GasA,Y,1112.0,1668.0,1.0,2,6.0,0.0,0,Attchd,1,1.0,271.0,0.0,None,WD ,59.0,4.0,140000.0
1819,20,RL,Pave,None,Lvl,Inside,CollgCr,PosN,Norm,1Fam,1Story,9.0,Hip,CompShg,VinylSd,VinylSd,Stone,4,PConc,5,1751.0,GasA,Y,1766.0,1766.0,2.0,4,8.0,2.0,4,Attchd,3,3.0,874.0,36.0,None,New,0.0,0.0,395039.0
1820,60,RL,Pave,None,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,3,CBlock,4,768.0,GasA,Y,768.0,1496.0,3.0,3,7.0,0.0,0,Attchd,1,2.0,572.0,0.0,None,New,0.0,0.0,181755.0
1821,20,RL,Pave,None,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1400.0,GasA,Y,1400.0,1400.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,612.0,55.0,None,New,1.0,0.0,186800.0
1822,60,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,744.0,GasA,Y,825.0,2140.0,2.0,2,7.0,1.0,3,Attchd,3,2.0,549.0,40.0,None,WD ,44.0,44.0,177500.0
1823,30,RL,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,656.0,GasA,Y,968.0,968.0,2.0,2,5.0,0.0,0,Detchd,1,1.0,216.0,0.0,None,WD ,80.0,0.0,64500.0
1825,20,RL,Pave,None,Lvl,Inside,Blmngtn,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1266.0,GasA,Y,1266.0,1266.0,2.0,3,6.0,1.0,4,Attchd,3,2.0,388.0,16.0,None,New,0.0,0.0,185485.0
1826,30,RM,Pave,None,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,715.0,GasA,Y,875.0,875.0,1.0,2,5.0,0.0,0,Detchd,1,1.0,180.0,0.0,None,WD ,78.0,16.0,105000.0
1827,80,RL,Pave,None,Lvl,FR2,Veenker,Feedr,Norm,1Fam,SLvl,6.0,Hip,CompShg,Plywood,Plywood,BrkFace,3,CBlock,3,528.0,GasA,Y,1094.0,1855.0,2.0,2,7.0,1.0,3,Attchd,2,2.0,512.0,100.0,None,WD ,31.0,13.0,187000.0
1828,20,RL,Pave,None,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,CBlock,4,1208.0,GasA,Y,1621.0,1621.0,2.0,3,8.0,0.0,0,Attchd,2,2.0,440.0,45.0,Shed,WD ,22.0,8.0,202500.0
1829,20,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1614.0,GasA,Y,1614.0,1614.0,2.0,3,7.0,0.0,0,Attchd,2,3.0,878.0,38.0,None,WD ,2.0,1.0,245700.0
1830,160,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,2Story,6.0,Gable,CompShg,Plywood,Plywood,None,2,CBlock,3,630.0,GasA,Y,630.0,1266.0,1.0,2,5.0,2.0,3,Attchd,2,1.0,283.0,0.0,None,WD ,27.0,27.0,128000.0
1831,60,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1030.0,GasA,Y,1038.0,2098.0,2.0,4,8.0,1.0,4,Attchd,2,3.0,878.0,52.0,None,WD ,1.0,1.0,275500.0
1832,60,RL,Pave,None,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,978.0,GasA,Y,1005.0,1983.0,2.0,3,9.0,1.0,3,Attchd,3,2.0,490.0,0.0,None,WD ,10.0,10.0,225000.0
1833,80,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,5.0,Gable,CompShg,BrkFace,Plywood,None,2,CBlock,4,528.0,GasA,Y,1183.0,1183.0,1.0,2,6.0,0.0,0,Attchd,2,1.0,288.0,0.0,None,WD ,50.0,50.0,138000.0
1836,20,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1660.0,GasA,Y,1660.0,1660.0,2.0,3,7.0,1.0,4,Attchd,3,3.0,660.0,120.0,None,WD ,1.0,1.0,256000.0
1837,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,900.0,GasA,Y,900.0,900.0,1.0,3,5.0,0.0,0,Detchd,1,2.0,576.0,32.0,None,WD ,59.0,10.0,134800.0
1839,60,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,874.0,GasA,Y,874.0,1761.0,3.0,3,7.0,0.0,0,Attchd,3,2.0,578.0,105.0,None,New,0.0,0.0,227875.0
1840,20,RL,Pave,None,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,1694.0,GasA,Y,1694.0,1694.0,2.0,3,7.0,0.0,0,Attchd,2,3.0,776.0,33.0,None,WD ,2.0,2.0,245350.0
1841,90,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,Duplex,2Story,5.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,2,PConc,3,624.0,GasA,N,624.0,1248.0,2.0,2,8.0,0.0,0,None,0,0.0,0.0,130.0,None,WD ,86.0,56.0,93500.0
1842,30,RL,Pave,None,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,458.0,GasA,N,835.0,835.0,1.0,2,5.0,0.0,0,Basment,1,1.0,366.0,0.0,Shed,COD,90.0,60.0,83000.0
1843,60,RL,Pave,None,Low,Corner,ClearCr,Feedr,Norm,1Fam,2Story,6.0,Gable,CompShg,HdBoard,HdBoard,None,3,PConc,4,1580.0,GasA,Y,1079.0,1953.0,2.0,3,9.0,2.0,2,Attchd,3,2.0,501.0,231.0,None,WD ,15.0,15.0,240000.0
1844,45,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,AsbShng,AsbShng,None,2,CBlock,3,592.0,GasA,N,933.0,1173.0,2.0,2,7.0,0.0,0,Detchd,1,1.0,240.0,25.0,None,WD ,106.0,57.0,113000.0
1845,20,RL,Pave,None,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,6.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1215.0,GasA,Y,1215.0,1215.0,1.0,2,6.0,0.0,0,Attchd,1,1.0,297.0,0.0,None,WD ,51.0,11.0,155000.0
1846,20,RL,Pave,None,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,6.0,Hip,CompShg,HdBoard,HdBoard,None,2,CBlock,3,912.0,GasA,Y,912.0,912.0,1.0,3,5.0,0.0,0,Detchd,1,1.0,288.0,0.0,None,WD ,47.0,12.0,142000.0
1847,45,RM,Pave,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,PConc,3,884.0,GasA,Y,904.0,904.0,1.0,2,4.0,0.0,0,Detchd,1,1.0,180.0,0.0,None,WD ,83.0,5.0,119000.0
1848,50,RL,Pave,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,CBlock,4,983.0,GasA,Y,983.0,1750.0,2.0,2,7.0,0.0,0,Attchd,1,1.0,423.0,0.0,Shed,WD ,68.0,23.0,160000.0
1849,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,3,839.0,GasA,Y,864.0,1593.0,2.0,2,8.0,1.0,3,Attchd,3,2.0,398.0,75.0,None,WD ,4.0,4.0,193000.0
1850,60,RL,Pave,None,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,5,1105.0,GasA,Y,1105.0,2202.0,2.0,3,9.0,1.0,3,Attchd,2,2.0,517.0,65.0,None,WD ,15.0,14.0,263000.0
1851,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1310.0,GasA,Y,1310.0,1310.0,2.0,3,6.0,1.0,4,Attchd,3,2.0,400.0,0.0,None,New,1.0,1.0,164990.0
1852,20,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,948.0,GasA,Y,948.0,948.0,1.0,2,5.0,1.0,3,Detchd,1,1.0,280.0,36.0,None,WD ,53.0,53.0,119000.0
1853,20,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,1372.0,GasA,Y,1448.0,1448.0,2.0,3,6.0,1.0,4,Attchd,2,2.0,692.0,140.0,None,WD ,3.0,2.0,238500.0
1854,20,RL,Pave,None,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,7.0,Gable,WdShngl,Plywood,Plywood,None,2,CBlock,4,1533.0,GasA,Y,1533.0,1533.0,2.0,3,5.0,2.0,3,Attchd,1,2.0,576.0,54.0,None,WD ,31.0,31.0,280000.0
1855,120,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,1511.0,GasA,Y,1565.0,1565.0,2.0,3,5.0,0.0,0,Attchd,3,2.0,476.0,120.0,None,New,1.0,0.0,193800.0
1856,120,RM,Pave,None,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5.0,Gable,CompShg,CemntBd,CmentBd,None,2,PConc,4,1040.0,GasA,Y,1060.0,1060.0,1.0,2,6.0,1.0,3,Attchd,1,2.0,572.0,110.0,None,WD ,31.0,31.0,129900.0
1857,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,990.0,GasA,Y,990.0,990.0,1.0,2,5.0,0.0,0,Detchd,1,2.0,672.0,0.0,None,WD ,14.0,13.0,145000.0
1858,20,RL,Pave,None,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,8.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1753.0,GasA,Y,1787.0,1787.0,2.0,3,7.0,1.0,3,Attchd,2,3.0,748.0,150.0,None,WD ,5.0,4.0,275000.0
